,Ending Station ID,Starting Station ID,Duration,Duration_min,Distance,Price
1858,34,16,2046.6666666666667,34.111111111111114,2.261726731284355,3.5
1859,34,17,5294.285714285715,88.23809523809524,1.2532454374224078,5.25
1860,34,18,888.0,14.8,1.839953404521157,1.75
1861,34,19,861.7241379310345,14.362068965517242,1.1373242916225692,1.75
1862,34,20,1942.9411764705883,32.38235294117647,1.1992519471676995,3.5
1870,34,28,961.0714285714286,16.017857142857142,1.1672167131970943,1.75
1871,34,29,1790.0,29.833333333333332,2.7691290278024057,1.75
1873,34,32,861.4285714285714,14.357142857142858,1.504650221998144,1.75
1874,34,33,1340.8695652173913,22.347826086956523,2.524723836516057,1.75
1875,34,35,1230.0,20.5,2.0992239846041403,1.75
1876,34,36,1280.8695652173913,21.347826086956523,1.51815188074678,1.75
1877,34,37,1436.6666666666667,23.944444444444443,2.540975721094957,1.75
1878,34,39,6583.846153846154,109.73076923076923,0.25800871608168935,7.0
1879,34,40,937.4025974025974,15.623376623376624,1.338369901610906,1.75
1882,34,44,2850.0,47.5,1.7359633529708625,3.5
1883,34,46,792.8571428571429,13.214285714285714,0.8666403774219786,1.75
1887,34,50,940.0,15.666666666666666,2.1156932603630314,1.75
1888,34,51,1742.0,29.033333333333335,1.2547763567320038,1.75
1889,34,52,930.5882352941177,15.509803921568627,1.6911612375781135,1.75
1890,34,53,1674.8275862068965,27.913793103448278,1.3774579379711478,1.75
1894,34,57,710.7692307692307,11.846153846153847,1.2047348781064158,1.75
1897,34,60,925.7142857142857,15.428571428571429,1.722967000192916,1.75
2198,41,2,504.0,8.4,1.5415422751003454,1.75
2200,41,4,440.0,7.333333333333333,0.853760651784422,1.75
2208,41,14,1530.0,25.5,2.381385447266579,1.75
2210,41,16,1080.0,18.0,2.9639644657213764,1.75
2211,41,17,825.0,13.75,1.9167000934328442,1.75
2212,41,18,826.829268292683,13.78048780487805,2.5653668471091122,1.75
2213,41,19,1230.0,20.5,1.8969758112424548,1.75
2214,41,20,1110.0,18.5,2.2658310223322853,1.75
2221,41,28,810.0,13.5,1.6556737446604508,1.75
2222,41,29,747.0,12.45,1.5720467330436718,1.75
2225,41,33,322.9166666666667,5.381944444444445,0.2593608474080472,1.75
2226,41,35,3000.0,50.0,2.1282862158118627,3.5
2227,41,36,420.0,7.0,1.2363745792670529,1.75
2228,41,37,727.5,12.125,1.3311807083827276,1.75
2229,41,38,120.0,2.0,0.31595699635150765,1.75
2232,41,44,445.7142857142857,7.428571428571429,0.7406733824008463,1.75
2234,41,46,825.0,13.75,2.062090750924093,1.75
2237,41,50,1280.0,21.333333333333332,3.46477574621303,1.75
2238,41,51,29480.0,491.3333333333333,1.440589846541786,29.75
2239,41,52,613.3333333333334,10.222222222222221,1.9295919520515337,1.75
2240,41,53,680.0,11.333333333333334,1.908321870180557,1.75
2244,41,57,660.0,11.0,1.2668248442412773,1.75
2250,42,2,3580.0,59.666666666666664,1.9525511460451288,3.5
2252,42,4,1410.0,23.5,1.3003820006780908,1.75
2259,42,14,10340.0,172.33333333333334,2.7846430983939547,10.5
2261,42,17,1122.0,18.7,2.371536563544366,1.75
2262,42,18,1644.0,27.4,2.981612553248233,1.75
2263,42,20,1120.0,18.666666666666668,2.7221569167143485,1.75
2268,42,28,1500.0,25.0,2.1212704273347933,1.75
2269,42,29,3660.0,61.0,1.7806158582050988,5.25
2271,42,32,1260.0,21.0,2.5091813459828396,1.75
2272,42,33,2002.5,33.375,0.5512639719334764,3.5
2273,42,35,1020.0,17.0,2.5013725207434883,1.75
2274,42,36,780.0,13.0,1.694340963708415,1.75
2275,42,37,1238.1818181818182,20.636363636363637,1.5864434296317989,1.75
2276,42,40,1100.0,18.333333333333332,1.7656345575709789,1.75
2278,42,44,2328.0,38.8,1.2002763722871086,3.5
2282,42,50,3570.0,59.5,3.898111883893698,3.5
2283,42,51,1480.0,24.666666666666668,1.9086299628031964,1.75
2284,42,52,1480.0,24.666666666666668,2.347711190422394,1.75
2285,42,53,1170.0,19.5,2.3547407474189246,1.75
2293,43,2,10896.0,181.6,2.2509270041812726,12.25
2297,43,7,3885.0,64.75,1.7999796453994235,5.25
2303,43,14,1290.0,21.5,2.4912893839025254,1.75
2305,43,16,1290.0,21.5,2.8605349104956264,1.75
2306,43,17,1221.8181818181818,20.363636363636363,1.7883057709186878,1.75
2307,43,18,1170.0,19.5,2.4321830016761505,1.75
2308,43,19,1211.6129032258063,20.193548387096776,1.6653537956773041,1.75
2309,43,20,1507.5,25.125,1.7834631847142361,1.75
2317,43,28,1102.7586206896551,18.379310344827587,1.634187621403827,1.75
2318,43,29,30040.0,500.6666666666667,3.201456200879416,29.75
2321,43,32,1152.0,19.2,2.062453742872367,1.75
2322,43,33,1680.0,28.0,2.726892636193355,1.75
2324,43,35,1920.0,32.0,2.645859312507753,3.5
2325,43,36,4492.941176470588,74.88235294117646,1.8986252538533506,5.25
2326,43,37,1118.1818181818182,18.636363636363637,2.9511113757623275,1.75
2327,43,39,1356.0,22.6,0.42838859723025413,1.75
2328,43,40,1109.5652173913043,18.492753623188406,1.7013156638200349,1.75
2329,43,46,948.0,15.8,1.4192594945377583,1.75
2333,43,50,1276.3636363636363,21.272727272727273,2.699616184762259,1.75
2334,43,51,1265.4545454545455,21.09090909090909,1.6594088958070699,1.75
2335,43,52,4524.0,75.4,2.2262631425830945,5.25
2336,43,53,1211.25,20.1875,1.9122654853609877,1.75
2340,43,57,1215.0,20.25,1.4250176910620913,1.75
2396,45,2,1290.0,21.5,1.5408617163410845,1.75
2398,45,4,2430.0,40.5,0.3113559823505679,3.5
2399,45,7,2280.0,38.0,2.189901222486684,3.5
2404,45,17,773.3333333333334,12.88888888888889,1.7015115963640055,1.75
2409,45,28,920.0,15.333333333333334,1.3885847392539576,1.75
2410,45,29,1314.0,21.9,1.9524085420703816,1.75
2413,45,33,789.2307692307693,13.153846153846153,0.8640481266867013,1.75
2415,45,36,1140.0,19.0,1.0815191657069405,1.75
2416,45,37,1725.0,28.75,1.67613386336112,1.75
2417,45,38,540.0,9.0,0.6630735931009515,1.75
2418,45,40,510.0,8.5,1.0311440664490537,1.75
2421,45,44,2040.0,34.0,0.32032831367164,3.5
2422,45,46,1080.0,18.0,1.7205503278285716,1.75
2425,45,51,800.0,13.333333333333334,1.1717570709755163,1.75
2426,45,52,1575.0,26.25,1.8670842306906306,1.75
2427,45,53,978.75,16.3125,1.7371239499424787,1.75
2431,45,60,406.6666666666667,6.777777777777778,0.2598510334681914,1.75
2618,49,2,1485.0,24.75,1.644719023003887,1.75
2622,49,7,612.6315789473684,10.210526315789474,0.7912330916004325,1.75
2628,49,14,705.0,11.75,0.9063769855877614,1.75
2629,49,16,536.4705882352941,8.941176470588236,0.6636632707137592,1.75
2630,49,17,1191.4285714285713,19.857142857142858,1.2554248150806957,1.75
2631,49,18,4791.428571428572,79.85714285714286,0.6664326164260029,5.25
2632,49,19,841.9354838709677,14.03225806451613,1.3163421528295733,1.75
2633,49,20,855.7142857142857,14.261904761904763,0.9398404058152826,1.75
2640,49,28,799.4444444444445,13.324074074074074,1.566269454317126,1.75
2641,49,29,1980.0,33.0,2.3735220412537443,3.5
2643,49,32,882.8571428571429,14.714285714285714,1.071767496741174,1.75
2645,49,35,840.0,14.0,1.2864732910747285,1.75
2646,49,36,2676.0,44.6,1.9221087734297142,3.5
2647,49,39,1380.0,23.0,2.085072613611157,1.75
2648,49,40,1156.3636363636363,19.272727272727273,1.9261095844028058,1.75
2651,49,46,1176.0,19.6,1.308729849224448,1.75
2654,49,50,681.8181818181819,11.363636363636363,0.3272045528552816,1.75
2655,49,51,1101.1764705882354,18.352941176470587,1.7830702713202815,1.75
2656,49,52,8780.0,146.33333333333334,1.2501479283329178,8.75
2657,49,53,1308.5714285714287,21.80952380952381,1.23988291984582,1.75
2661,49,57,1470.0,24.5,2.2287636037497616,1.75
3007,56,2,793.8461538461538,13.23076923076923,0.9648322788505036,1.75
3009,56,4,400.0,6.666666666666667,0.35607144198845236,1.75
3012,56,7,787.5,13.125,1.558479350061247,1.75
3019,56,14,720.0,12.0,1.7146767187526402,1.75
3021,56,16,5415.0,90.25,2.2932739969046816,7.0
3022,56,17,2067.0,34.45,1.0626939302040461,3.5
3023,56,18,2540.0,42.333333333333336,1.8377319238234342,3.5
3024,56,19,2592.0,43.2,1.0044036043352296,3.5
